Order Number,Transaction Date,Order Charged Timestamp,Transaction Type,Device Model,Product Title,Product id,Product Type,Sku Id,Currency of Sale,Item Price,Taxes Collected,Amount (Buyer Currency),City of Buyer,State of Buyer,Buyer Postal Code,Buyer Country,Base Plan ID,Offer ID
GPA.3356-7616-1134-21781,2021-11-09,1636478415,Charged,a32x,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.33,5.82,FENTON,MI,48430,US,,
GPA.3319-8834-6269-45285,2021-11-09,1636481553,Charged,r8q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.0,5.49,Virginia Beach,VA,23451,US,,
GPA.3351-9270-3759-49140,2021-11-09,1636493634,Charged,lavender,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,premium,EUR,1.64,0.35,1.99,,,,ES,,
GPA.3333-3718-7098-73213,2021-11-09,1636496092,Charged,d2xq2,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,unlockcharactermanager,USD,1.99,0.14,2.13,GULFPORT,MS,39507,US,,
GPA.3365-4132-7899-15552,2021-11-09,1636499553,Charged,a11q,Character Manager (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,inapp,charpf2,CAD,7.49,0.97,8.46,Markham,ON,L3R 9Z6,CA,,
GPA.3378-1081-8184-91209,2021-11-10,1636503052,Charged,rav,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.3,5.79,`Chippewa Falls,WI,54729,US,,
GPA.3323-4876-0300-48523,2021-11-10,1636503314,Charged,rav,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.19,3.68,`Chippewa Falls,WI,54729,US,,
GPA.3337-7454-8125-13406,2021-11-10,1636510803,Charged,minsk,Unlock Character Manager (D20 Complete Reference),com.vansteinengroentjes.apps.ddcompletereference,inapp,unlockcharactermanager,USD,1.96,0.14,2.10,Sherman,TX,75092,US,,
GPA.3334-5157-7737-09965,2021-11-10,1636522874,Charged,100011886,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.0,5.49,BOSTWICK,FL,32007,US,,
GPA.3304-6069-0852-38653,2021-11-10,1636523137,Charged,greatqlte,Sport pick up lines (Daily pick up lines),com.vansteinengroentjes.apps.dailypickupline,inapp,sport,USD,1.05,0.05,1.10,HALAWA,HI,96818,US,,
GPA.3389-4396-3465-30850,2021-11-10,1636532432,Charged,p3s,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,GBP,3.49,0.7,4.19,,,,GB,,
GPA.3390-4271-8382-40325,2021-11-10,1636547335,Charged,c2q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.4,5.89,MARION,OH,43302,US,,
GPA.3319-2968-9138-82592,2021-11-10,1636561051,Charged,beyond2q,Unlock Character Manager (D20 Complete Reference),com.vansteinengroentjes.apps.ddcompletereference,inapp,unlockcharactermanager,USD,1.96,0.11,2.07,Sheboygan,WI,53081,US,,
GPA.3391-7643-9174-07000,2021-11-10,1636563153,Charged,d1q,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.26,3.75,HUTCHINSON,KS,67501,US,,
GPA.3355-0506-0064-19499,2021-11-10,1636564888,Charged,100011886,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.0,3.49,BOSTWICK,FL,32007,US,,
GPA.3393-1072-0175-94282,2021-11-10,1636565257,Charged,oriole,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.17,3.66,WINNECONNE,WI,54986,US,,
GPA.3330-6423-0244-68870,2021-11-10,1636565334,Charged,oriole,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.27,5.76,WINNECONNE,WI,54986,US,,
GPA.3336-3054-4402-64763,2021-11-10,1636565436,Charged,p3q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.38,5.87,Davenport,IA,52807,US,,
GPA.3347-0011-0560-18207,2021-11-10,1636565448,Charged,p3q,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.24,3.73,Davenport,IA,52807,US,,
GPA.3389-4396-3465-30850,2021-11-10,1636584141,Refund,p3s,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,GBP,3.49,-0.7,-4.19,,,,GB,,
GPA.3342-9002-5326-49738,2021-11-11,1636595028,Charged,p3q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.0,5.49,Orland,CA,95963,US,,
GPA.3399-8404-3755-43289,2021-11-11,1636603724,Charged,EA211001,"Unlock DM tools, Dice tools and remove ads. (D20 Complete Reference)",com.vansteinengroentjes.apps.ddcompletereference,inapp,premium,USD,2.49,0.17,2.66,BURLINGTON,VT,05403,US,,
GPA.3358-0418-9038-98350,2021-11-11,1636603749,Charged,EA211001,Unlock Character Manager (D20 Complete Reference),com.vansteinengroentjes.apps.ddcompletereference,inapp,unlockcharactermanager,USD,1.96,0.14,2.10,BURLINGTON,VT,05403,US,,
GPA.3344-5340-4794-17270,2021-11-11,1636625494,Charged,gta4lwifi,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,GBP,3.49,0.7,4.19,,,,GB,,
GPA.3344-4556-6215-58614,2021-11-11,1636656603,Charged,p3q,"Unlock DM tools, Dice tools and remove ads. (D20 Complete Reference)",com.vansteinengroentjes.apps.ddcompletereference,inapp,premium,USD,2.49,0.0,2.49,Elgin,SC,29045,US,,
GPA.3365-7467-9182-22294,2021-11-11,1636656614,Charged,p3q,Unlock Character Manager (D20 Complete Reference),com.vansteinengroentjes.apps.ddcompletereference,inapp,unlockcharactermanager,USD,1.96,0.0,1.96,Elgin,SC,29045,US,,
GPA.3361-6846-5051-27488,2021-11-11,1636668499,Charged,starqlteue,Unlock Character Manager (D20 Complete Reference),com.vansteinengroentjes.apps.ddcompletereference,inapp,unlockcharactermanager,USD,1.96,0.1,2.06,UNINCORPORATED,WI,54679,US,,
GPA.3310-0355-6898-63192,2021-11-11,1636668566,Charged,p3q,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,unlockcharactermanager,USD,1.99,0.0,1.99,LEMOORE,CA,93245,US,,
GPA.3335-2125-1879-88991,2021-11-11,1636673595,Charged,c2q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.33,5.82,GLENDON,PA,18042,US,,
GPA.3323-5948-1728-73228,2021-11-12,1636675222,Charged,bramble,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.45,5.94,BROWNWOOD,TX,76801,US,,
GPA.3331-6243-4941-25947,2021-11-12,1636675263,Charged,bramble,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.29,3.78,BROWNWOOD,TX,76801,US,,
GPA.3388-1632-1418-82115,2021-11-12,1636675317,Charged,bramble,Unlock Character Manager (D20 Complete Reference),com.vansteinengroentjes.apps.ddcompletereference,inapp,unlockcharactermanager,USD,1.96,0.16,2.12,BROWNWOOD,TX,76801,US,,
GPA.3385-1453-9546-17515,2021-11-12,1636675354,Charged,bramble,"Unlock DM tools, Dice tools and remove ads. (D20 Complete Reference)",com.vansteinengroentjes.apps.ddcompletereference,inapp,premium,USD,2.49,0.21,2.70,BROWNWOOD,TX,76801,US,,
GPA.3349-0827-2240-88024,2021-11-12,1636676975,Charged,a32x,"Unlock DM tools, Dice tools and remove ads. (D20 Complete Reference)",com.vansteinengroentjes.apps.ddcompletereference,inapp,premium,USD,2.49,0.0,2.49,STOCKTON,CA,95206,US,,
GPA.3393-6944-3515-16292,2021-11-12,1636677116,Charged,denver,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.19,3.68,EDGAR,WI,54401,US,,
GPA.3335-8397-9095-86053,2021-11-12,1636687762,Charged,y2q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.3,5.79,South Portland,ME,04106,US,,
GPA.3345-0555-2443-71013,2021-11-12,1636689478,Charged,a21,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,unlockcharactermanager,USD,1.99,0.0,1.99,EMMETT,ID,83617,US,,
GPA.3347-5200-4681-88600,2021-11-12,1636699236,Charged,OnePlus6T,Unlock Character Manager (D20 Complete Reference),com.vansteinengroentjes.apps.ddcompletereference,inapp,unlockcharactermanager,CAD,2.40,0.31,2.71,Ottawa,ON,K1Z8R7,CA,,
GPA.3312-6188-1072-92141,2021-11-12,1636714148,Charged,q2q,Character Manager (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,inapp,charpf2,PLN,17.07,3.92,20.99,,,,PL,,
GPA.3339-6455-3703-62828,2021-11-12,1636726442,Charged,OnePlusN200TMO,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,premium,USD,2.49,0.15,2.64,ANN ARBOR,MI,48103,US,,
GPA.3355-8943-0244-86373,2021-11-12,1636726459,Charged,OnePlusN200TMO,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,unlockcharactermanager,USD,1.99,0.12,2.11,ANN ARBOR,MI,48103,US,,
GPA.3363-7284-5769-04651,2021-11-12,1636733206,Charged,mdh50lm,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,inapp,dmtoolspf2,USD,3.49,0.21,3.70,FAIRDALE,KY,40118,US,,
GPA.3324-6751-8452-57095,2021-11-12,1636746120,Charged,t2q,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.21,3.70,Highland,MD,20777,US,,
GPA.3331-3718-4296-67611,2021-11-12,1636746132,Charged,t2q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.33,5.82,Highland,MD,20777,US,,
GPA.3399-7400-9381-74657,2021-11-12,1636754465,Charged,sofiap,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.45,5.94,MESQUITE,TX,75150,US,,
GPA.3387-2628-6373-46582,2021-11-13,1636761766,Charged,gts210vewifi,Unlock Character Manager (D20 Complete Reference),com.vansteinengroentjes.apps.ddcompletereference,inapp,unlockcharactermanager,USD,1.96,0.14,2.10,Indianapolis,IN,46280,US,,
GPA.3339-8963-7655-76608,2021-11-13,1636761779,Charged,gts210vewifi,"Unlock DM tools, Dice tools and remove ads. (D20 Complete Reference)",com.vansteinengroentjes.apps.ddcompletereference,inapp,premium,USD,2.49,0.17,2.66,Indianapolis,IN,46280,US,,
GPA.3367-8238-9323-57475,2021-11-13,1636766984,Charged,crownqltesq,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.38,5.87,MCKEESPORT,PA,15133,US,,
GPA.3338-6721-3109-58667,2021-11-13,1636782445,Charged,j7toplteue,System Info LIve Wallpaper,com.droidbs.wallpaper.live.systeminfo,paidapp,,USD,1.99,0.0,1.99,MEDICINE LAKE,MT,59247,US,,
GPA.3302-1727-9928-63616,2021-11-13,1636806140,Charged,r8s,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,EUR,4.19,0.8,4.99,,,,DE,,
GPA.3397-5127-6166-42887,2021-11-13,1636812874,Charged,r8s,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,EUR,2.51,0.48,2.99,,,,DE,,
GPA.3339-6013-9358-89279,2021-11-13,1636824535,Charged,r8q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.33,5.82,Elkins Park,PA,19027,US,,
GPA.3387-3184-5340-16780,2021-11-13,1636827878,Charged,y2s,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,GBP,2.16,0.43,2.59,,,,GB,,
GPA.3353-3706-4203-96426,2021-11-13,1636827897,Charged,y2s,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,GBP,3.49,0.7,4.19,,,,GB,,
GPA.3351-6531-1415-50481,2021-11-13,1636831422,Charged,channel,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.0,3.49,BEVERLY HILLS,FL,34465,US,,
GPA.3383-1794-9630-74263,2021-11-13,1636831902,Charged,channel,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.0,5.49,BEVERLY HILLS,FL,34465,US,,
GPA.3348-7925-3698-43889,2021-11-13,1636834206,Charged,r8q,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,NZD,4.34,0.65,4.99,,,8061,NZ,,
GPA.3336-2860-0024-60865,2021-11-13,1636834242,Charged,r8q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,NZD,6.95,1.04,7.99,,,8061,NZ,,
GPA.3332-0590-0037-08759,2021-11-14,1636849724,Charged,p3q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.37,5.86,Alton,IL,62002,US,,
GPA.3320-1869-5019-99866,2021-11-14,1636859958,Charged,borneo,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.0,3.49,KANSAS CITY,MO,64114,US,,
GPA.3370-3928-2081-80580,2021-11-14,1636867027,Charged,a11q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.0,5.49,CORNING,AR,72422,US,,
GPA.3395-4201-8501-26361,2021-11-14,1636867041,Charged,a11q,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.0,3.49,CORNING,AR,72422,US,,
GPA.3344-6053-7310-31041,2021-11-14,1636867077,Charged,trltevzw,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,premium,USD,2.49,0.0,2.49,SUNCOOK,NH,03275,US,,
GPA.3378-7525-7679-09182,2021-11-14,1636869164,Charged,caymanlm,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.38,5.87,UNINCORPORATED,NC,27127,US,,
GPA.3371-5385-9811-30950,2021-11-14,1636869323,Charged,a10e,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,unlockcharactermanager,USD,1.99,0.0,1.99,JUDSONIA,AR,72081,US,,
GPA.3370-2924-0554-69950,2021-11-14,1636869406,Charged,y2q,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.21,3.70,LAWRENCE,MI,49079,US,,
GPA.3352-6620-4203-21481,2021-11-14,1636870389,Charged,berlna,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,premium,USD,2.49,0.17,2.66,FORT WAYNE,IN,46774,US,,
GPA.3358-8031-8441-14975,2021-11-14,1636870425,Charged,berlna,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,unlockcharactermanager,USD,1.99,0.14,2.13,FORT WAYNE,IN,46774,US,,
GPA.3330-1050-0393-74754,2021-11-14,1636871004,Charged,a10e,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.0,5.49,CALHOUN,GA,30701,US,,
GPA.3339-6566-0551-91624,2021-11-14,1636872330,Charged,y2q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.33,5.82,LAWRENCE,MI,49079,US,,
GPA.3391-4807-4433-41717,2021-11-14,1636906323,Charged,a01q,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,unlockcharactermanager,USD,1.99,0.14,2.13,EVANSVILLE,IN,47715,US,,
GPA.3399-2884-4965-46970,2021-11-14,1636906360,Charged,a01q,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,premium,USD,2.49,0.17,2.66,EVANSVILLE,IN,47715,US,,
GPA.3356-0287-1621-30537,2021-11-14,1636914257,Charged,r8q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.39,5.88,ARLINGTON,IL,61330,US,,
GPA.3349-4187-8897-82054,2021-11-14,1636914282,Charged,r8q,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.25,3.74,ARLINGTON,IL,61330,US,,
GPA.3347-2571-1166-93738,2021-11-14,1636917660,Charged,r8q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,CHF,5.60,0.0,5.60,Arni,,8905,CH,,
GPA.3367-2961-6425-36514,2021-11-14,1636918604,Charged,oriole,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.45,5.94,Houston,TX,77084,US,,
GPA.3346-4113-4964-76184,2021-11-14,1636929217,Charged,c1q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.0,5.49,MISSOULA,MT,59802,US,,
GPA.3326-1317-1656-27728,2021-11-14,1636929241,Charged,c1q,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.0,3.49,MISSOULA,MT,59802,US,,
GPA.3370-4699-6968-36179,2021-11-14,1636930945,Charged,beyond0q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.5,5.99,PORT TOWNSEND,WA,98368,US,,
GPA.3368-2878-0047-28107,2021-11-15,1636938791,Charged,gta3xlwifi,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.0,3.49,IMPERIAL,MO,63052,US,,
GPA.3300-7582-4858-95713,2021-11-15,1636942857,Charged,beyond1q,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.0,3.49,O FALLON,MO,63366,US,,
GPA.3312-1028-2583-22754,2021-11-15,1636945215,Charged,cruiserltesq,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.0,5.49,CERRITOS,CA,90650,US,,
GPA.3312-0824-5079-87663,2021-11-15,1636945242,Charged,cruiserltesq,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.0,3.49,CERRITOS,CA,90650,US,,
GPA.3339-5453-4103-25870,2021-11-15,1637000471,Charged,a41,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,GBP,2.16,0.43,2.59,,,,GB,,
GPA.3359-1775-2325-10138,2021-11-15,1637000718,Charged,o1q,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.29,3.78,PLAINFIELD,IL,60585,US,,
GPA.3358-3752-1570-35203,2021-11-15,1637000727,Charged,o1q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.45,5.94,PLAINFIELD,IL,60585,US,,
GPA.3335-0016-7917-61094,2021-11-15,1637003205,Charged,OnePlus7TTMO,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.4,5.89,Mount Vernon,OH,43050,US,,
GPA.3343-9535-1978-42015,2021-11-15,1637013164,Charged,y2q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.3,5.79,BRODHEAD,WI,53566,US,,
GPA.3383-5116-4912-82732,2021-11-16,1637020876,Charged,a02q,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.24,3.73,Burlington,NC,27215,US,,
GPA.3325-5408-5397-82305,2021-11-16,1637023202,Charged,redfin,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.38,5.87,Indianapolis,IN,46219,US,,
GPA.3354-5711-0561-20257,2021-11-16,1637026250,Charged,beyond1q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.37,5.86,ANGLETON,TX,77515,US,,
GPA.3300-2186-9191-91055,2021-11-16,1637026260,Charged,beyond1q,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.24,3.73,ANGLETON,TX,77515,US,,
GPA.3322-6849-5649-01780,2021-11-16,1637028208,Charged,OnePlus8Pro,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,GBP,2.16,0.43,2.59,,,,GB,,
GPA.3321-5629-6357-67377,2021-11-16,1637035041,Charged,p3q,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.0,3.49,MCCAMMON,ID,83250,US,,
GPA.3359-9091-5009-14183,2021-11-16,1637053373,Charged,a42xuq,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.0,3.49,LAKESIDE,CA,92040,US,,
GPA.3398-7782-8123-16650,2021-11-16,1637066257,Charged,beyond2,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,EUR,4.12,0.87,4.99,,,,NL,,
GPA.3340-3794-4888-93734,2021-11-16,1637069373,Charged,j7popltespr,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,unlockcharactermanager,USD,1.99,0.0,1.99,Great Falls,MT,59405,US,,
GPA.3350-2180-8439-96577,2021-11-16,1637069393,Charged,j7popltespr,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,premium,USD,2.49,0.0,2.49,Great Falls,MT,59405,US,,
GPA.3321-8690-4589-89725,2021-11-16,1637079484,Charged,OnePlus8TTMO,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.45,5.94,MCALLEN,TX,78577,US,,
GPA.3303-0850-4730-15876,2021-11-16,1637081457,Charged,c2q,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.23,3.72,Vineland,NJ,08360,US,,
GPA.3352-8687-8099-83623,2021-11-16,1637082023,Charged,sofiar,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,BRL,12.99,0.0,12.99,São Vicente,SP,11350300,BR,,
GPA.3334-3867-9174-58668,2021-11-16,1637100712,Charged,surfna,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.51,6.00,MARYSVILLE,WA,98270,US,,
GPA.3311-0675-6825-27613,2021-11-17,1637111172,Charged,q2q,Unlock Character Manager (D20 Complete Reference),com.vansteinengroentjes.apps.ddcompletereference,inapp,unlockcharactermanager,USD,1.96,0.0,1.96,Jacksonville,FL,32226,US,,
GPA.3396-6495-6792-70115,2021-11-17,1637115485,Charged,starqltesq,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.45,5.94,HOUSTON,TX,77059,US,,
GPA.3387-0478-4522-46765,2021-11-17,1637130275,Charged,p3q,Unlock Character Manager (D20 Complete Reference),com.vansteinengroentjes.apps.ddcompletereference,inapp,unlockcharactermanager,USD,1.96,0.0,1.96,CAPE GIRARDEAU,MO,63703,US,,
GPA.3358-6416-1725-44697,2021-11-17,1637167957,Charged,100011885,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.21,3.70,DuBois,PA,15801,US,,
GPA.3303-0629-5016-42476,2021-11-17,1637172277,Charged,denver,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,premium,USD,2.49,0.0,2.49,Kennesaw,GA,30152,US,,
GPA.3327-8310-2390-64666,2021-11-17,1637173072,Charged,blackjack,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,GBP,2.16,0.43,2.59,,,,GB,,
GPA.3352-3756-2446-02406,2021-11-18,1637204553,Charged,starqltesq,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.0,5.49,Glen Allen,VA,23060,US,,
GPA.3304-1343-6014-44849,2021-11-18,1637207445,Charged,Porto,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.36,5.85,ELYRIA,OH,44035,US,,
GPA.3354-5100-4193-32703,2021-11-18,1637208587,Charged,poseidonlteatt,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.0,3.49,UNINCORPORATED,VA,24540,US,,
GPA.3333-7476-5715-78428,2021-11-18,1637223563,Charged,mdh50lm,"Unlock DM tools, Dice tools and remove ads. (D20 Complete Reference)",com.vansteinengroentjes.apps.ddcompletereference,inapp,premium,USD,2.49,0.0,2.49,Mountain home,ID,83647,US,,
GPA.3339-8837-1611-67093,2021-11-18,1637239896,Charged,joyeuse,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,EUR,4.19,0.8,4.99,,,,DE,,
GPA.3378-3692-0039-46056,2021-11-18,1637244138,Charged,rosemary,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,EUR,4.19,0.8,4.99,,,,DE,,
GPA.3317-9685-8446-68388,2021-11-18,1637245303,Charged,a50,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.38,0.0,3.38,Cipolletti,Río Negro,8324,AR,,
